Уникальный ID записи,ID причала,Название причала,Название судна - отсутсвует если отменено,Название маршрута ,Швартовочное место,Дата начала действия записи расписания в UTC,Дата окончания действиязаписи  расписания в UTC,Время подхода судна в минутах от начала суток,Время отхода судна в минутах от начала суток,Время стоянки,Название судна которое было отменено,"Тип записи - пустое знеачение если изменений нет, Отмена - судно отменено",Дата начала действия записи расписания ,Дата окончания действия записи расписания,Причаливание/подход,Отход
867507,167,Химки,850 лет Москве,СРВ - Химки,A,1714165200,1731531600,570,580,10,,,2024-04-27,2024-11-14,9:30:00 AM,9:40:00 AM
808841,32,Нескучный сад,Добрыня,Северный,B,1713906000,1731790800,571,574,3,,,2024-04-24,2024-11-17,9:31:00 AM,9:34:00 AM
862585,32,Нескучный сад,,Северный,B,1713906000,1731790800,571,574,3,Добрыня,Отмена,2024-04-24,2024-11-17,9:31:00 AM,9:34:00 AM
1094040,51,Патриарший,М-88,Центральный,A,1719954000,1731790800,571,576,5,,,2024-07-03,2024-11-17,9:31:00 AM,9:36:00 AM
808340,49,Новоспасский,Москва-28,Исторический,B,1713906000,1731790800,572,577,5,,,2024-04-24,2024-11-17,9:32:00 AM,9:37:00 AM
842021,49,Новоспасский,,Исторический,B,1713906000,1730322000,572,577,5,Москва-28,Отмена,2024-04-24,2024-10-31,9:32:00 AM,9:37:00 AM
871436,44,Кленовый бульвар,Алексия,Разовый подход,A,1714078800,1731531600,575,585,10,,,2024-04-26,2024-11-14,9:35:00 AM,9:45:00 AM
1094140,50,Китай-город,Полковник Новгородов,Исторический,A,1719954000,1731790800,575,585,10,,,2024-07-03,2024-11-17,9:35:00 AM,9:45:00 AM
1093470,50,Китай-город,Михаил Сеспель,Северный 1А,C,1719954000,1731790800,578,585,7,,,2024-07-03,2024-11-17,9:38:00 AM,9:45:00 AM
1093950,55,Третьяковский,Конкорд,Круговой,A,1719954000,1731790800,578,585,7,,,2024-07-03,2024-11-17,9:38:00 AM,9:45:00 AM
1094596,46,Киевский,Алексия,Северный,A,1719954000,1731790800,578,585,7,,,2024-07-03,2024-11-17,9:38:00 AM,9:45:00 AM
1094910,45,Воробьевы горы,Снегири-4,Северный,A,1719954000,1731790800,579,583,4,,,2024-07-03,2024-11-17,9:39:00 AM,9:43:00 AM
864688,71,Северный речной вокзал,,СРВ - Захарково,8,1714165200,1731531600,580,600,20,,,2024-04-27,2024-11-14,9:40:00 AM,10:00:00 AM
866330,71,Северный речной вокзал,Москва-1,СРВ - Захарково,8,1714165200,1731531600,580,600,20,,,2024-04-27,2024-11-14,9:40:00 AM,10:00:00 AM
1094090,73,Зарядье,Юнга,Центральный,B,1719954000,1731790800,580,590,10,,,2024-07-03,2024-11-17,9:40:00 AM,9:50:00 AM
1093372,32,Нескучный сад,Рио,Северный 1А,A,1719954000,1731790800,581,585,4,,,2024-07-03,2024-11-17,9:41:00 AM,9:45:00 AM
1094032,31,Парк Горького,Советский союз,Центральный,C,1719954000,1731790800,581,587,4,,,2024-07-03,2024-11-17,9:41:00 AM,9:47:00 AM
1093206,46,Киевский,Алина Браво,Северный 1А,B,1719954000,1731790800,582,592,10,,,2024-07-03,2024-11-17,9:42:00 AM,9:52:00 AM
1094420,50,Китай-город,Москва-46,Северный,B,1719954000,1731790800,583,593,10,,,2024-07-03,2024-11-17,9:43:00 AM,9:53:00 AM
915353,44,Кленовый бульвар,Москва-51,Разовый подход,A,1715115600,1731531600,585,595,10,,,2024-05-08,2024-11-14,9:45:00 AM,9:55:00 AM
1094048,51,Патриарший,Лагуна,Центральный,A,1719954000,1731790800,586,591,5,,,2024-07-03,2024-11-17,9:46:00 AM,9:51:00 AM
1094492,32,Нескучный сад,Флагман,Северный,B,1719954000,1731790800,586,589,3,,,2024-07-03,2024-11-17,9:46:00 AM,9:49:00 AM
808039,45,Воробьевы горы,Москва-51,Исторический,B,1713906000,1731790800,587,597,10,,,2024-04-24,2024-11-17,9:47:00 AM,9:57:00 AM
828948,45,Воробьевы горы,,Исторический,B,1713906000,1731790800,587,597,10,Москва-51,Отмена,2024-04-24,2024-11-17,9:47:00 AM,9:57:00 AM
1094156,49,Новоспасский,М-250,Исторический,B,1719954000,1731790800,587,592,5,,,2024-07-03,2024-11-17,9:47:00 AM,9:52:00 AM
808341,50,Китай-город,Москва-28,Исторический,A,1713906000,1731790800,590,600,10,,,2024-04-24,2024-11-17,9:50:00 AM,10:00:00 AM
842023,50,Китай-город,,Исторический,A,1713906000,1730322000,590,600,10,Москва-28,Отмена,2024-04-24,2024-10-31,9:50:00 AM,10:00:00 AM
1054867,50,Китай-город,Счастье,Северный 1А,C,1718744400,1731790800,593,600,7,,,2024-06-19,2024-11-17,9:53:00 AM,10:00:00 AM
1093762,93,Серебряный бор-3,Будь готов,Серебряный бор,A,1719954000,1731790800,593,596,3,,,2024-07-03,2024-11-17,9:53:00 AM,9:56:00 AM
1093926,57,Троице-Лыково,Амстердам,Серебряный бор,A,1719954000,1731790800,593,600,7,,,2024-07-03,2024-11-17,9:53:00 AM,10:00:00 AM
1094938,46,Киевский,Снегири-2,Северный,A,1719954000,1731790800,593,600,7,,,2024-07-03,2024-11-17,9:53:00 AM,10:00:00 AM
1094522,45,Воробьевы горы,Москва-24,Северный,A,1719954000,1731790800,594,598,4,,,2024-07-03,2024-11-17,9:54:00 AM,9:58:00 AM
1091268,73,Зарядье,Лоцман,Центральный,B,1719867600,1731790800,595,605,10,,,2024-07-02,2024-11-17,9:55:00 AM,10:05:00 AM
878040,31,Парк Горького,М-88,Центральный,C,1714251600,1731790800,596,602,4,,,2024-04-28,2024-11-17,9:56:00 AM,10:02:00 AM
880755,31,Парк Горького,,Центральный,C,1714251600,1731790800,596,602,4,М-88,Отмена,2024-04-28,2024-11-17,9:56:00 AM,10:02:00 AM
1093230,46,Киевский,Капитан Смолик,Северный 1А,B,1719954000,1731790800,597,607,10,,,2024-07-03,2024-11-17,9:57:00 AM,10:07:00 AM
1090982,50,Китай-город,Добрыня,Северный,B,1719867600,1731790800,598,608,10,,,2024-07-02,2024-11-17,9:58:00 AM,10:08:00 AM
843361,54,Лужники – Северный,Маэстро,Разовый подход,A,1727730000,1730322000,600,630,30,,,2024-10-01,2024-10-31,10:00:00 AM,10:30:00 AM
1094092,51,Патриарший,Юнга,Центральный,A,1719954000,1731790800,601,606,5,,,2024-07-03,2024-11-17,10:01:00 AM,10:06:00 AM
1094912,32,Нескучный сад,Снегири-4,Северный,B,1719954000,1731790800,601,604,3,,,2024-07-03,2024-11-17,10:01:00 AM,10:04:00 AM
843650,49,Новоспасский,Чижик-II,Исторический,B,1725138000,1731790800,602,607,5,,,2024-09-01,2024-11-17,10:02:00 AM,10:07:00 AM
1094118,45,Воробьевы горы,Адмиралъ,Исторический,B,1719954000,1731790800,602,612,10,,,2024-07-03,2024-11-17,10:02:00 AM,10:12:00 AM
1094158,50,Китай-город,М-250,Исторический,A,1719954000,1731790800,605,615,10,,,2024-07-03,2024-11-17,10:05:00 AM,10:15:00 AM
1090915,50,Китай-город,Святогор,Северный 1А,C,1719867600,1731790800,608,615,7,,,2024-07-02,2024-11-17,10:08:00 AM,10:15:00 AM
1094604,46,Киевский,Вдохновение,Северный,A,1719954000,1731790800,608,615,7,,,2024-07-03,2024-11-17,10:08:00 AM,10:15:00 AM
1093758,75,Серебряный бор-2,Будь готов,Серебряный бор,A,1719954000,1731790800,609,615,6,,,2024-07-03,2024-11-17,10:09:00 AM,10:15:00 AM
1094592,45,Воробьевы горы,Алексия,Северный,A,1719954000,1731790800,609,613,4,,,2024-07-03,2024-11-17,10:09:00 AM,10:13:00 AM
864689,61,Захарково,,СРВ - Захарково,A,1714165200,1731531600,610,630,20,,,2024-04-27,2024-11-14,10:10:00 AM,10:30:00 AM
866331,61,Захарково,Москва-1,СРВ - Захарково,A,1714165200,1731531600,610,630,20,,,2024-04-27,2024-11-14,10:10:00 AM,10:30:00 AM
867508,71,Северный речной вокзал,850 лет Москве,СРВ - Химки,7,1714165200,1731531600,610,630,20,,,2024-04-27,2024-11-14,10:10:00 AM,10:30:00 AM
1094034,73,Зарядье,Советский союз,Центральный,B,1719954000,1731790800,610,620,10,,,2024-07-03,2024-11-17,10:10:00 AM,10:20:00 AM
889619,31,Парк Горького,Лагуна,Центральный,C,1714597200,1731790800,611,617,4,,,2024-05-02,2024-11-17,10:11:00 AM,10:17:00 AM
893844,31,Парк Горького,,Центральный,C,1714597200,1731790800,611,617,4,Лагуна,Отмена,2024-05-02,2024-11-17,10:11:00 AM,10:17:00 AM
1093472,32,Нескучный сад,Михаил Сеспель,Северный 1А,A,1719954000,1731790800,611,615,4,,,2024-07-03,2024-11-17,10:11:00 AM,10:15:00 AM
1093302,46,Киевский,Алина Прима,Северный 1А,B,1719954000,1731790800,612,622,10,,,2024-07-03,2024-11-17,10:12:00 AM,10:22:00 AM
1094488,50,Китай-город,Флагман,Северный,B,1719954000,1731790800,613,623,10,,,2024-07-03,2024-11-17,10:13:00 AM,10:23:00 AM
808040,32,Нескучный сад,Москва-51,Исторический,C,1713906000,1731790800,616,620,4,,,2024-04-24,2024-11-17,10:16:00 AM,10:20:00 AM
828949,32,Нескучный сад,,Исторический,C,1713906000,1731790800,616,620,4,Москва-51,Отмена,2024-04-24,2024-11-17,10:16:00 AM,10:20:00 AM
1091270,51,Патриарший,Лоцман,Центральный,A,1719867600,1731790800,616,621,5,,,2024-07-02,2024-11-17,10:16:00 AM,10:21:00 AM
1093208,45,Воробьевы горы,Алина Браво,Северный 1А,A,1719954000,1731790800,616,620,4,,,2024-07-03,2024-11-17,10:16:00 AM,10:20:00 AM
1094524,32,Нескучный сад,Москва-24,Северный,B,1719954000,1731790800,616,619,3,,,2024-07-03,2024-11-17,10:16:00 AM,10:19:00 AM
828954,45,Воробьевы горы,,Исторический,B,1713906000,1731790800,617,627,10,,,2024-04-24,2024-11-17,10:17:00 AM,10:27:00 AM
1003123,45,Воробьевы горы,,Исторический,B,1717448400,1731790800,617,627,10,,,2024-06-04,2024-11-17,10:17:00 AM,10:27:00 AM
1094248,49,Новоспасский,Снегири-3,Исторический,B,1719954000,1731790800,617,622,5,,,2024-07-03,2024-11-17,10:17:00 AM,10:22:00 AM
1094422,32,Нескучный сад,Москва-46,Северный,A,1719954000,1731790800,619,623,4,,,2024-07-03,2024-11-17,10:19:00 AM,10:23:00 AM
843653,50,Китай-город,Чижик-II,Исторический,A,1725138000,1731790800,620,630,10,,,2024-09-01,2024-11-17,10:20:00 AM,10:30:00 AM
851892,48,Сити – Экспоцентр,Чижик-II,Разовый подход,A,1727730000,1727730000,620,645,25,,,2024-10-01,2024-10-01,10:20:00 AM,10:45:00 AM
906825,44,Кленовый бульвар,Москва-61,Разовый подход,A,1715029200,1731531600,620,625,5,,,2024-05-07,2024-11-14,10:20:00 AM,10:25:00 AM
1093766,57,Троице-Лыково,Будь готов,Серебряный бор,A,1719954000,1731790800,620,630,7,,,2024-07-03,2024-11-17,10:20:00 AM,10:30:00 AM
1093952,73,Зарядье,Конкорд,Круговой,A,1719954000,1731790800,620,630,10,,,2024-07-03,2024-11-17,10:20:00 AM,10:30:00 AM
965531,50,Китай-город,Удача,Северный 1А,C,1716325200,1731790800,623,630,7,,,2024-05-22,2024-11-17,10:23:00 AM,10:30:00 AM
1092047,46,Киевский,Фортуна,Северный,A,1719867600,1731790800,623,630,7,,,2024-07-02,2024-11-17,10:23:00 AM,10:30:00 AM
1093928,93,Серебряный бор-3,Амстердам,Серебряный бор,A,1719954000,1731790800,623,626,3,,,2024-07-03,2024-11-17,10:23:00 AM,10:26:00 AM
1094940,45,Воробьевы горы,Снегири-2,Северный,A,1719954000,1731790800,624,628,4,,,2024-07-03,2024-11-17,10:24:00 AM,10:28:00 AM
1083876,73,Зарядье,М-88,Центральный,B,1719608400,1731790800,625,635,10,,,2024-06-29,2024-11-17,10:25:00 AM,10:35:00 AM
1054870,32,Нескучный сад,Счастье,Северный 1А,A,1718744400,1731790800,626,630,4,,,2024-06-19,2024-11-17,10:26:00 AM,10:30:00 AM
1080920,31,Парк Горького,Юнга,Центральный,C,1719522000,1731790800,626,632,4,,,2024-06-28,2024-11-17,10:26:00 AM,10:32:00 AM
1094088,31,Парк Горького,Юнга,Центральный,C,1719954000,1731790800,626,628,2,,,2024-07-03,2024-11-17,10:26:00 AM,10:28:00 AM
1093447,46,Киевский,Рио,Северный 1А,B,1719954000,1731790800,627,637,10,,,2024-07-03,2024-11-17,10:27:00 AM,10:37:00 AM
1083935,31,Парк Горького,,Центральный,C,1719522000,1731790800,628,632,4,Юнга,Отмена,2024-06-28,2024-11-17,10:28:00 AM,10:32:00 AM
1094906,50,Китай-город,Снегири-4,Северный,B,1719954000,1731790800,628,638,10,,,2024-07-03,2024-11-17,10:28:00 AM,10:38:00 AM
1093232,45,Воробьевы горы,Капитан Смолик,Северный 1А,A,1719954000,1731790800,631,635,4,,,2024-07-03,2024-11-17,10:31:00 AM,10:35:00 AM
1094030,51,Патриарший,Советский союз,Центральный,A,1719954000,1731790800,631,636,5,,,2024-07-03,2024-11-17,10:31:00 AM,10:36:00 AM
1094120,32,Нескучный сад,Адмиралъ,Исторический,C,1719954000,1731790800,631,635,4,,,2024-07-03,2024-11-17,10:31:00 AM,10:35:00 AM
1094594,32,Нескучный сад,Алексия,Северный,B,1719954000,1731790800,631,634,3,,,2024-07-03,2024-11-17,10:31:00 AM,10:34:00 AM
844750,49,Новоспасский,Олимпиада,Исторический,B,1719435600,1731790800,632,637,5,,,2024-06-27,2024-11-17,10:32:00 AM,10:37:00 AM
868823,49,Новоспасский,,Исторический,B,1720040400,1731531600,632,637,5,Олимпиада,Отмена,2024-07-04,2024-11-14,10:32:00 AM,10:37:00 AM
1090296,45,Воробьевы горы,Полковник Новгородов,Исторический,B,1719867600,1731790800,632,642,10,,,2024-07-02,2024-11-17,10:32:00 AM,10:42:00 AM
808041,47,Красный октябрь,Москва-51,Исторический,A,1713906000,1731790800,634,638,4,,,2024-04-24,2024-11-17,10:34:00 AM,10:38:00 AM
828950,47,Красный октябрь,,Исторический,A,1713906000,1731790800,634,638,4,Москва-51,Отмена,2024-04-24,2024-11-17,10:34:00 AM,10:38:00 AM
1090984,32,Нескучный сад,Добрыня,Северный,A,1719867600,1731790800,634,638,4,,,2024-07-02,2024-11-17,10:34:00 AM,10:38:00 AM
1094250,50,Китай-город,Снегири-3,Исторический,A,1719954000,1731790800,635,645,10,,,2024-07-03,2024-11-17,10:35:00 AM,10:45:00 AM
1093210,32,Нескучный сад,Алина Браво,Северный 1А,B,1719954000,1731790800,638,641,3,,,2024-07-03,2024-11-17,10:38:00 AM,10:41:00 AM
1093662,50,Китай-город,Москва-21,Северный 1А,C,1719954000,1731790800,638,645,7,,,2024-07-03,2024-11-17,10:38:00 AM,10:45:00 AM
1094870,46,Киевский,Снегири-1,Северный,A,1719954000,1731790800,638,645,7,,,2024-07-03,2024-11-17,10:38:00 AM,10:45:00 AM
1093930,75,Серебряный бор-2,Амстердам,Серебряный бор,A,1719954000,1731790800,639,645,6,,,2024-07-03,2024-11-17,10:39:00 AM,10:45:00 AM
1093954,51,Патриарший,Конкорд,Круговой,A,1719954000,1731790800,639,644,5,,,2024-07-03,2024-11-17,10:39:00 AM,10:44:00 AM
1094602,45,Воробьевы горы,Вдохновение,Северный,A,1719954000,1731790800,639,643,4,,,2024-07-03,2024-11-17,10:39:00 AM,10:43:00 AM
864690,71,Северный речной вокзал,,СРВ - Захарково,8,1714165200,1731531600,640,660,20,,,2024-04-27,2024-11-14,10:40:00 AM,11:00:00 AM
866332,71,Северный речной вокзал,Москва-1,СРВ - Захарково,8,1714165200,1731531600,640,660,20,,,2024-04-27,2024-11-14,10:40:00 AM,11:00:00 AM
1094042,73,Зарядье,Лагуна,Центральный,B,1719954000,1731790800,640,650,10,,,2024-07-03,2024-11-17,10:40:00 AM,10:50:00 AM
889738,31,Парк Горького,Лоцман,Центральный,C,1714597200,1731790800,641,647,4,,,2024-05-02,2024-11-17,10:41:00 AM,10:47:00 AM
1090917,32,Нескучный сад,Святогор,Северный 1А,A,1719867600,1731790800,641,645,4,,,2024-07-02,2024-11-17,10:41:00 AM,10:45:00 AM
1091264,31,Парк Горького,Лоцман,Центральный,C,1719867600,1731790800,641,643,2,,,2024-07-02,2024-11-17,10:41:00 AM,10:43:00 AM
893822,31,Парк Горького,,Центральный,C,1714597200,1731790800,643,647,4,Лоцман,Отмена,2024-05-02,2024-11-17,10:43:00 AM,10:47:00 AM
1094526,50,Китай-город,Москва-24,Северный,B,1719954000,1731790800,643,653,10,,,2024-07-03,2024-11-17,10:43:00 AM,10:53:00 AM
828955,32,Нескучный сад,,Исторический,C,1713906000,1731790800,646,650,4,,,2024-04-24,2024-11-17,10:46:00 AM,10:50:00 AM
1003126,32,Нескучный сад,,Исторический,C,1717448400,1731790800,646,650,4,,,2024-06-04,2024-11-17,10:46:00 AM,10:50:00 AM
1083878,51,Патриарший,М-88,Центральный,A,1719608400,1731790800,646,651,5,,,2024-06-29,2024-11-17,10:46:00 AM,10:51:00 AM
